n;Lista;Tablica malejąca;Tablica rosnąca;Kopiec
0;0;274310;274470
100;0;274310;274470
200;0;274310;274470
300;0;274310;274470
400;0;274310;274470
500;0;274310;274470
600;0;274310;274470
700;0;274310;274470
800;0;274310;274470
900;0;274310;274470
1000;0;274310;274470
1100;0;274310;274470
1200;0;274310;274470
1300;0;274310;274470
1400;0;274310;274470
1500;0;274310;274470
1600;0;274310;274470
1700;0;274310;274470
1800;0;274310;274470
1900;0;274310;274470
2000;0;274310;274470
2100;0;274310;274470
2200;0;274310;274470
2300;0;274310;274470
2400;0;274310;274470
2500;0;274310;274470
2600;0;274310;274470
2700;0;274310;274470
2800;0;274310;274470
2900;0;274310;274470
3000;0;274310;274470
3100;0;274310;274470
3200;0;274310;274470
3300;0;274310;274470
3400;0;274310;274470
3500;0;274310;274470
3600;0;274310;274470
3700;0;274310;274470
3800;0;274310;274470
3900;0;274310;274470
4000;0;274310;274470
4100;0;274310;274470
4200;0;274310;274470
4300;0;274310;274470
4400;0;274310;274470
4500;0;274310;274470
4600;0;274310;274470
4700;0;274310;274470
4800;0;274310;274470
4900;0;274310;274470
5000;0;274310;274470
5100;0;274310;274470
5200;0;274310;274470
5300;0;274310;274470
5400;0;274310;274470
5500;0;274310;274470
5600;0;274310;274470
5700;0;274310;274470
5800;0;274310;274470
5900;0;274310;274470
6000;0;274310;274470
6100;0;274310;274470
6200;0;274310;274470
6300;0;274310;274470
6400;0;274310;274470
6500;0;274310;274470
6600;0;274310;274470
6700;0;274310;274470
6800;0;274310;274470
6900;0;274310;274470
7000;0;274310;274470
7100;0;274310;274470
7200;0;274310;274470
7300;0;274310;274470
7400;0;274310;274470
7500;0;274310;274470
7600;0;274310;274470
7700;0;274310;274470
7800;0;274310;274470
7900;0;274310;274470
8000;0;274310;274470
8100;0;274310;274470
8200;0;274310;274470
8300;0;274310;274470
8400;0;274310;274470
8500;0;274310;274470
8600;0;274310;274470
8700;0;274310;274470
8800;0;274310;274470
8900;0;274310;274470
9000;0;274310;274470
9100;0;274310;274470
9200;0;274310;274470
9300;0;274310;274470
9400;0;274310;274470
9500;0;274310;274470
9600;0;274310;274470
9700;0;274310;274470
9800;0;274310;274470
9900;0;274310;274470
10000;0;274310;274470
10100;0;274310;274470
10200;0;274310;274470
10300;0;274310;274470
10400;0;274310;274470
10500;0;274310;274470
10600;0;274310;274470
10700;0;274310;274470
10800;0;274310;274470
10900;0;274310;274470
11000;0;274310;274470
11100;0;274310;274470
11200;0;274310;274470
11300;0;274310;274470
11400;0;274310;274470
11500;0;274310;274470
11600;0;274310;274470
11700;0;274310;274470
11800;0;274310;274470
11900;0;274310;274470
12000;0;274310;274470
12100;0;274310;274470
12200;0;274310;274470
12300;0;274310;274470
12400;0;274310;274470
12500;0;274310;274470
12600;0;274310;274470
12700;0;274310;274470
12800;0;274310;274470
12900;0;274310;274470
13000;0;274310;274470
13100;0;274310;274470
13200;0;274310;274470
13300;0;274310;274470
13400;0;274310;274470
13500;0;274310;274470
13600;0;274310;274470
13700;0;274310;274470
13800;0;274310;274470
13900;0;274310;274470
14000;0;274310;274470
14100;0;274310;274470
14200;0;274310;274470
14300;0;274310;274470
14400;0;274310;274470
14500;0;274310;274470
14600;0;274310;274470
14700;0;274310;274470
14800;0;274310;274470
14900;0;274310;274470
15000;0;274310;274470
15100;0;274310;274470
15200;0;274310;274470
15300;0;274310;274470
15400;0;274310;274470
15500;0;274310;274470
15600;0;274310;274470
15700;0;274310;274470
15800;0;274310;274470
15900;0;274310;274470
16000;0;274310;274470
16100;0;274310;274470
16200;0;274310;274470
16300;0;274310;274470
16400;0;274310;274470
16500;0;274310;274470
16600;0;274310;274470
16700;0;274310;274470
16800;0;274310;274470
16900;0;274310;274470
17000;0;274310;274470
17100;0;274310;274470
17200;0;274310;274470
17300;0;274310;274470
17400;0;274310;274470
17500;0;274310;274470
17600;0;274310;274470
17700;0;274310;274470
17800;0;274310;274470
17900;0;274310;274470
18000;0;274310;274470
18100;0;274310;274470
18200;0;274310;274470
18300;0;274310;274470
18400;0;274310;274470
18500;0;274310;274470
18600;0;274310;274470
18700;0;274310;274470
18800;0;274310;274470
18900;0;274310;274470
19000;0;274310;274470
19100;0;274310;274470
19200;0;274310;274470
19300;0;274310;274470
19400;0;274310;274470
19500;0;274310;274470
19600;0;274310;274470
19700;0;274310;274470
19800;0;274310;274470
19900;0;274310;274470
20000;0;274310;274470
20100;0;274310;274470
20200;0;274310;274470
20300;0;274310;274470
20400;0;274310;274470
20500;0;274310;274470
20600;0;274310;274470
20700;0;274310;274470
20800;0;274310;274470
20900;0;274310;274470
21000;0;274310;274470
21100;0;274310;274470
21200;0;274310;274470
21300;0;274310;274470
21400;0;274310;274470
21500;0;274310;274470
21600;0;274310;274470
21700;0;274310;274470
21800;0;274310;274470
21900;0;274310;274470
22000;0;274310;274470
22100;0;274310;274470
22200;0;274310;274470
22300;0;274310;274470
22400;0;274310;274470
22500;0;274310;274470
22600;0;274310;274470
22700;0;274310;274470
22800;0;274310;274470
22900;0;274310;274470
23000;0;274310;274470
23100;0;274310;274470
23200;0;274310;274470
23300;0;274310;274470
23400;0;274310;274470
23500;0;274310;274470
23600;0;274310;274470
23700;0;274310;274470
23800;0;274310;274470
23900;0;274310;274470
24000;0;274310;274470
24100;0;274310;274470
24200;0;274310;274470
24300;0;274310;274470
24400;0;274310;274470
24500;0;274310;274470
24600;0;274310;274470
24700;0;274310;274470
24800;0;274310;274470
24900;0;274310;274470
25000;0;274310;274470
25100;0;274310;274470
25200;0;274310;274470
25300;0;274310;274470
25400;0;274310;274470
25500;0;274310;274470
25600;0;274310;274470
25700;0;274310;274470
25800;0;274310;274470
25900;0;274310;274470
26000;0;274310;274470
26100;0;274310;274470
26200;0;274310;274470
26300;0;274310;274470
26400;0;274310;274470
26500;0;274310;274470
26600;0;274310;274470
26700;0;274310;274470
26800;0;274310;274470
26900;0;274310;274470
27000;0;274310;274470
27100;0;274310;274470
27200;0;274310;274470
27300;0;274310;274470
27400;0;274310;274470
27500;0;274310;274470
27600;0;274310;274470
27700;0;274310;274470
27800;0;274310;274470
27900;0;274310;274470
28000;0;274310;274470
28100;0;274310;274470
28200;0;274310;274470
28300;0;274310;274470
28400;0;274310;274470
28500;0;274310;274470
28600;0;274310;274470
28700;0;274310;274470
28800;0;274310;274470
28900;0;274310;274470
29000;0;274310;274470
29100;0;274310;274470
29200;0;274310;274470
29300;0;274310;274470
29400;0;274310;274470
29500;0;274310;274470
29600;0;274310;274470
29700;0;274310;274470
29800;0;274310;274470
29900;0;274310;274470
30000;0;274310;274470
30100;0;274310;274470
30200;0;274310;274470
30300;0;274310;274470
30400;0;274310;274470
30500;0;274310;274470
30600;0;274310;274470
30700;0;274310;274470
30800;0;274310;274470
30900;0;274310;274470
31000;0;274310;274470
31100;0;274310;274470
31200;0;274310;274470
31300;0;274310;274470
31400;0;274310;274470
31500;0;274310;274470
31600;0;274310;274470
31700;0;274310;274470
31800;0;274310;274470
31900;0;274310;274470
32000;0;274310;274470
32100;0;274310;274470
32200;0;274310;274470
32300;0;274310;274470
32400;0;274310;274470
32500;0;274310;274470
32600;0;274310;274470
32700;0;274310;274470
32800;0;274310;274470
32900;0;274310;274470
33000;0;274310;274470
33100;0;274310;274470
33200;0;274310;274470
33300;0;274310;274470
33400;0;274310;274470
33500;0;274310;274470
33600;0;274310;274470
33700;0;274310;274470
33800;0;274310;274470
33900;0;274310;274470
34000;0;274310;274470
34100;0;274310;274470
34200;0;274310;274470
34300;0;274310;274470
34400;0;274310;274470
34500;0;274310;274470
34600;0;274310;274470
34700;0;274310;274470
34800;0;274310;274470
34900;0;274310;274470
35000;0;274310;274470
35100;0;274310;274470
35200;0;274310;274470
35300;0;274310;274470
35400;0;274310;274470
35500;0;274310;274470
35600;0;274310;274470
35700;0;274310;274470
35800;0;274310;274470
35900;0;274310;274470
36000;0;274310;274470
36100;0;274310;274470
36200;0;274310;274470
36300;0;274310;274470
36400;0;274310;274470
36500;0;274310;274470
36600;0;274310;274470
36700;0;274310;274470
36800;0;274310;274470
36900;0;274310;274470
37000;0;274310;274470
37100;0;274310;274470
37200;0;274310;274470
37300;0;274310;274470
37400;0;274310;274470
37500;0;274310;274470
37600;0;274310;274470
37700;0;274310;274470
37800;0;274310;274470
37900;0;274310;274470
38000;0;274310;274470
38100;0;274310;274470
38200;0;274310;274470
38300;0;274310;274470
38400;0;274310;274470
38500;0;274310;274470
38600;0;274310;274470
38700;0;274310;274470
38800;0;274310;274470
38900;0;274310;274470
39000;0;274310;274470
39100;0;274310;274470
39200;0;274310;274470
39300;0;274310;274470
39400;0;274310;274470
39500;0;274310;274470
39600;0;274310;274470
39700;0;274310;274470
39800;0;274310;274470
39900;0;274310;274470
40000;0;274310;274470
40100;0;274310;274470
40200;0;274310;274470
40300;0;274310;274470
40400;0;274310;274470
40500;0;274310;274470
40600;0;274310;274470
40700;0;274310;274470
40800;0;274310;274470
40900;0;274310;274470
41000;0;274310;274470
41100;0;274310;274470
41200;0;274310;274470
41300;0;274310;274470
41400;0;274310;274470
41500;0;274310;274470
41600;0;274310;274470
41700;0;274310;274470
41800;0;274310;274470
41900;0;274310;274470
42000;0;274310;274470
42100;0;274310;274470
42200;0;274310;274470
42300;0;274310;274470
42400;0;274310;274470
42500;0;274310;274470
42600;0;274310;274470
42700;0;274310;274470
42800;0;274310;274470
42900;0;274310;274470
43000;0;274310;274470
43100;0;274310;274470
43200;0;274310;274470
43300;0;274310;274470
43400;0;274310;274470
43500;0;274310;274470
43600;0;274310;274470
43700;0;274310;274470
43800;0;274310;274470
43900;0;274310;274470
44000;0;274310;274470
44100;0;274310;274470
44200;0;274310;274470
44300;0;274310;274470
44400;0;274310;274470
44500;0;274310;274470
44600;0;274310;274470
44700;0;274310;274470
44800;0;274310;274470
44900;0;274310;274470
45000;0;274310;274470
45100;0;274310;274470
45200;0;274310;274470
45300;0;274310;274470
45400;0;274310;274470
45500;0;274310;274470
45600;0;274310;274470
45700;0;274310;274470
45800;0;274310;274470
45900;0;274310;274470
46000;0;274310;274470
46100;0;274310;274470
46200;0;274310;274470
46300;0;274310;274470
46400;0;274310;274470
46500;0;274310;274470
46600;0;274310;274470
46700;0;274310;274470
46800;0;274310;274470
46900;0;274310;274470
47000;0;274310;274470
47100;0;274310;274470
47200;0;274310;274470
47300;0;274310;274470
47400;0;274310;274470
47500;0;274310;274470
47600;0;274310;274470
47700;0;274310;274470
47800;0;274310;274470
47900;0;274310;274470
48000;0;274310;274470
48100;0;274310;274470
48200;0;274310;274470
48300;0;274310;274470
48400;0;274310;274470
48500;0;274310;274470
48600;0;274310;274470
48700;0;274310;274470
48800;0;274310;274470
48900;0;274310;274470
49000;0;274310;274470
49100;0;274310;274470
49200;0;274310;274470
49300;0;274310;274470
49400;0;274310;274470
49500;0;274310;274470
49600;0;274310;274470
49700;0;274310;274470
49800;0;274310;274470
49900;0;274310;274470
